SalesOrderNumber,EnglishProductName,Color,SalesAmount,Profit
SO53432,Patch Kit/8 Patches,NA,2.29,1.43
SO53433,Water Bottle - 30 oz.,NA,4.99,3.12
SO53433,Mountain Bottle Cage,NA,9.99,6.25
SO53433,"Short-Sleeve Classic Jersey, M",Yellow,53.99,12.42
SO53434,Fender Set - Mountain,NA,21.98,13.76
SO53434,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53435,"Road-350-W Yellow, 40",Yellow,1700.99,618.48
SO53436,"Mountain-500 Black, 42",Black,539.99,245.41
SO53436,Fender Set - Mountain,NA,21.98,13.76
SO53437,"Mountain-400-W Silver, 46",Silver,769.49,349.71
SO53437,"Women's Mountain Shorts, L",Black,69.99,43.81
SO53437,AWC Logo Cap,Multi,8.99,2.07
SO53438,"Mountain-200 Black, 46",Black,2294.99,1043.01
SO53438,Fender Set - Mountain,NA,21.98,13.76
SO53438,Patch Kit/8 Patches,NA,2.29,1.43
SO53439,"Road-350-W Yellow, 48",Yellow,1700.99,618.48
SO53439,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53439,"Short-Sleeve Classic Jersey, L",Yellow,53.99,12.42
SO53440,"Road-750 Black, 52",Black,539.99,196.34
SO53441,"Road-750 Black, 52",Black,539.99,196.34
SO53441,Road Tire Tube,NA,3.99,2.5
SO53441,LL Road Tire,NA,21.49,13.45
SO53441,"Classic Vest, M",Blue,63.5,39.75
SO53442,"Mountain-500 Black, 40",Black,539.99,245.41
SO53442,Fender Set - Mountain,NA,21.98,13.76
SO53442,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53443,"Touring-3000 Blue, 50",Blue,742.35,280.91
SO53443,"Long-Sleeve Logo Jersey, XL",Multi,49.99,11.5
SO53444,"Touring-3000 Yellow, 44",Yellow,742.35,280.91
SO53444,"Classic Vest, L",Blue,63.5,39.75
SO53444,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53445,"Touring-1000 Blue, 54",Blue,2384.07,902.13
SO53445,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO53446,"Road-750 Black, 52",Black,539.99,196.34
SO53446,AWC Logo Cap,Multi,8.99,2.07
SO53447,"Road-550-W Yellow, 44",Yellow,1120.49,407.41
SO53447,Road Bottle Cage,NA,8.99,5.63
SO53447,Water Bottle - 30 oz.,NA,4.99,3.12
SO53447,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53448,"Road-750 Black, 58",Black,539.99,196.34
SO53448,Road Bottle Cage,NA,8.99,5.63
SO53448,Water Bottle - 30 oz.,NA,4.99,3.12
SO53448,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53449,"Touring-1000 Blue, 54",Blue,2384.07,902.13
SO53449,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO53626,Bike Wash - Dissolver,NA,7.95,4.98
SO53627,Road Tire Tube,NA,3.99,2.5
SO53627,HL Road Tire,NA,32.6,20.41
SO53628,"Mountain-200 Black, 38",Black,2294.99,1043.01
SO53629,Patch Kit/8 Patches,NA,2.29,1.43
SO53630,Touring Tire Tube,NA,4.99,3.12
SO53630,"Half-Finger Gloves, L",Black,24.49,15.33
SO53630,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53631,LL Mountain Tire,NA,24.99,15.64
SO53631,Mountain Tire Tube,NA,4.99,3.12
SO53631,Patch Kit/8 Patches,NA,2.29,1.43
SO53632,HL Road Tire,NA,32.6,20.41
SO53632,Road Tire Tube,NA,3.99,2.5
SO53632,Hydration Pack - 70 oz.,Silver,54.99,34.42
SO53632,Bike Wash - Dissolver,NA,7.95,4.98
SO53633,ML Mountain Tire,NA,29.99,18.77
SO53633,Mountain Tire Tube,NA,4.99,3.12
SO53633,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53633,"Short-Sleeve Classic Jersey, L",Yellow,53.99,12.42
SO53633,AWC Logo Cap,Multi,8.99,2.07
SO53634,HL Road Tire,NA,32.6,20.41
SO53634,Road Tire Tube,NA,3.99,2.5
SO53634,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53635,LL Mountain Tire,NA,24.99,15.64
SO53635,Mountain Tire Tube,NA,4.99,3.12
SO53635,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO53636,ML Mountain Tire,NA,29.99,18.77
SO53636,Mountain Tire Tube,NA,4.99,3.12
SO53636,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53637,Mountain Bottle Cage,NA,9.99,6.25
SO53637,Water Bottle - 30 oz.,NA,4.99,3.12
SO53637,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53637,"Classic Vest, S",Blue,63.5,39.75
SO53638,"Women's Mountain Shorts, L",Black,69.99,43.81
SO53638,"Long-Sleeve Logo Jersey, L",Multi,49.99,11.5
SO53639,"Women's Mountain Shorts, L",Black,69.99,43.81
SO53639,"Short-Sleeve Classic Jersey, M",Yellow,53.99,12.42
SO53639,"Half-Finger Gloves, L",Black,24.49,15.33
SO53640,"Women's Mountain Shorts, L",Black,69.99,43.81
SO53641,"Women's Mountain Shorts, S",Black,69.99,43.81
SO53641,"Short-Sleeve Classic Jersey, S",Yellow,53.99,12.42
SO53641,"Half-Finger Gloves, S",Black,24.49,15.33
SO53642,Water Bottle - 30 oz.,NA,4.99,3.12
SO53643,Water Bottle - 30 oz.,NA,4.99,3.12
SO53643,"Half-Finger Gloves, S",Black,24.49,15.33
SO53643,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO53644,Mountain Tire Tube,NA,4.99,3.12
SO53644,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53645,"Short-Sleeve Classic Jersey, M",Yellow,53.99,12.42
SO53645,AWC Logo Cap,Multi,8.99,2.07
SO53646,Road Tire Tube,NA,3.99,2.5
SO53646,"Racing Socks, M",White,8.99,5.63
SO53647,Touring Tire Tube,NA,4.99,3.12
SO53647,Touring Tire,NA,28.99,18.15
SO53647,"Long-Sleeve Logo Jersey, L",Multi,49.99,11.5
SO53648,Touring Tire Tube,NA,4.99,3.12
SO53648,Patch Kit/8 Patches,NA,2.29,1.43
SO53649,Fender Set - Mountain,NA,21.98,13.76
SO53649,"Long-Sleeve Logo Jersey, XL",Multi,49.99,11.5
SO53650,"Road-350-W Yellow, 42",Yellow,1700.99,618.48
SO53650,Road Bottle Cage,NA,8.99,5.63
SO53650,Water Bottle - 30 oz.,NA,4.99,3.12
SO53651,"Mountain-200 Black, 38",Black,2294.99,1043.01
SO53651,Fender Set - Mountain,NA,21.98,13.76
SO53651,Bike Wash - Dissolver,NA,7.95,4.98
SO53652,"Touring-3000 Blue, 62",Blue,742.35,280.91
SO53652,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53653,"Road-250 Black, 58",Black,2443.35,888.4
SO53653,Road Bottle Cage,NA,8.99,5.63
SO53653,Water Bottle - 30 oz.,NA,4.99,3.12
SO53654,"Road-350-W Yellow, 40",Yellow,1700.99,618.48
SO53655,"Road-750 Black, 44",Black,539.99,196.34
SO53655,Road Bottle Cage,NA,8.99,5.63
SO53656,"Mountain-200 Silver, 42",Silver,2319.99,1054.37
SO53657,"Touring-2000 Blue, 46",Blue,1214.85,459.7
SO53657,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53658,"Road-750 Black, 48",Black,539.99,196.34
SO53659,"Road-550-W Yellow, 44",Yellow,1120.49,407.41
SO53659,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53660,"Road-550-W Yellow, 42",Yellow,1120.49,407.41
SO53660,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53661,"Touring-1000 Blue, 60",Blue,2384.07,902.13
SO53661,Water Bottle - 30 oz.,NA,4.99,3.12
SO53661,Road Bottle Cage,NA,8.99,5.63
SO53662,"Road-550-W Yellow, 42",Yellow,1120.49,407.41
SO53662,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO53663,"Mountain-200 Silver, 46",Silver,2319.99,1054.37
SO53663,Mountain Bottle Cage,NA,9.99,6.25
SO53663,Water Bottle - 30 oz.,NA,4.99,3.12
SO53663,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53663,"Long-Sleeve Logo Jersey, XL",Multi,49.99,11.5
SO53663,"Racing Socks, M",White,8.99,5.63
SO53664,"Mountain-200 Silver, 42",Silver,2319.99,1054.37
SO53665,"Road-250 Red, 58",Red,2443.35,888.4
SO53665,Road Bottle Cage,NA,8.99,5.63
SO53665,Water Bottle - 30 oz.,NA,4.99,3.12
SO53665,"Short-Sleeve Classic Jersey, M",Yellow,53.99,12.42
SO53666,Hitch Rack - 4-Bike,NA,120.0,75.12
SO53667,LL Mountain Tire,NA,24.99,15.64
SO53667,Patch Kit/8 Patches,NA,2.29,1.43
SO53668,ML Mountain Tire,NA,29.99,18.77
SO53668,Patch Kit/8 Patches,NA,2.29,1.43
SO53669,Fender Set - Mountain,NA,21.98,13.76
SO53669,Hydration Pack - 70 oz.,Silver,54.99,34.42
SO53670,Fender Set - Mountain,NA,21.98,13.76
SO53670,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53671,HL Mountain Tire,NA,35.0,21.91
SO53671,Mountain Tire Tube,NA,4.99,3.12
SO53672,Touring Tire Tube,NA,4.99,3.12
SO53672,Road Bottle Cage,NA,8.99,5.63
SO53672,Water Bottle - 30 oz.,NA,4.99,3.12
SO53673,AWC Logo Cap,Multi,8.99,2.07
SO53673,"Women's Mountain Shorts, L",Black,69.99,43.81
SO53674,Patch Kit/8 Patches,NA,2.29,1.43
SO53675,Road Tire Tube,NA,3.99,2.5
SO53675,HL Road Tire,NA,32.6,20.41
SO53675,Patch Kit/8 Patches,NA,2.29,1.43
SO53676,"Road-350-W Yellow, 44",Yellow,1700.99,618.48
SO53677,"Mountain-500 Black, 48",Black,539.99,245.41
SO53677,Mountain Bottle Cage,NA,9.99,6.25
SO53677,Water Bottle - 30 oz.,NA,4.99,3.12
SO53677,"Short-Sleeve Classic Jersey, M",Yellow,53.99,12.42
SO53678,"Road-250 Black, 58",Black,2443.35,888.4
SO53678,Road Bottle Cage,NA,8.99,5.63
SO53678,Water Bottle - 30 oz.,NA,4.99,3.12
SO53679,"Road-250 Black, 44",Black,2443.35,888.4
SO53679,Water Bottle - 30 oz.,NA,4.99,3.12
SO53679,Road Bottle Cage,NA,8.99,5.63
SO53679,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53680,"Mountain-400-W Silver, 42",Silver,769.49,349.71
SO53680,"Long-Sleeve Logo Jersey, L",Multi,49.99,11.5
SO53681,Touring Tire Tube,NA,4.99,3.12
SO53681,Patch Kit/8 Patches,NA,2.29,1.43
SO53682,Road Tire Tube,NA,3.99,2.5
SO53682,ML Road Tire,NA,24.99,15.64
SO53682,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53683,Touring Tire,NA,28.99,18.15
SO53683,Touring Tire Tube,NA,4.99,3.12
SO53683,"Half-Finger Gloves, L",Black,24.49,15.33
SO53684,Mountain Tire Tube,NA,4.99,3.12
SO53684,ML Mountain Tire,NA,29.99,18.77
SO53684,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53685,Mountain Tire Tube,NA,4.99,3.12
SO53685,ML Mountain Tire,NA,29.99,18.77
SO53685,Fender Set - Mountain,NA,21.98,13.76
SO53685,AWC Logo Cap,Multi,8.99,2.07
SO53686,Mountain Bottle Cage,NA,9.99,6.25
SO53687,"Women's Mountain Shorts, S",Black,69.99,43.81
SO53688,Mountain Tire Tube,NA,4.99,3.12
SO53688,Patch Kit/8 Patches,NA,2.29,1.43
SO53689,Mountain Tire Tube,NA,4.99,3.12
SO53689,Fender Set - Mountain,NA,21.98,13.76
SO53689,Hitch Rack - 4-Bike,NA,120.0,75.12
SO53690,Mountain Tire Tube,NA,4.99,3.12
SO53690,HL Mountain Tire,NA,35.0,21.91
SO53690,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53691,Fender Set - Mountain,NA,21.98,13.76
SO53691,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53692,HL Road Tire,NA,32.6,20.41
SO53692,Road Tire Tube,NA,3.99,2.5
SO53693,AWC Logo Cap,Multi,8.99,2.07
SO53693,Water Bottle - 30 oz.,NA,4.99,3.12
SO53694,"Short-Sleeve Classic Jersey, L",Yellow,53.99,12.42
SO53695,Road Tire Tube,NA,3.99,2.5
SO53695,Hydration Pack - 70 oz.,Silver,54.99,34.42
SO53696,LL Mountain Tire,NA,24.99,15.64
SO53696,Mountain Tire Tube,NA,4.99,3.12
SO53696,Patch Kit/8 Patches,NA,2.29,1.43
SO53697,ML Road Tire,NA,24.99,15.64
SO53697,"Half-Finger Gloves, L",Black,24.49,15.33
SO53698,ML Mountain Tire,NA,29.99,18.77
SO53699,Touring Tire Tube,NA,4.99,3.12
SO53699,Touring Tire,NA,28.99,18.15
SO53699,AWC Logo Cap,Multi,8.99,2.07
SO53699,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53700,HL Mountain Tire,NA,35.0,21.91
SO53701,Mountain Tire Tube,NA,4.99,3.12
SO53701,HL Mountain Tire,NA,35.0,21.91
SO53702,Fender Set - Mountain,NA,21.98,13.76
SO53702,"Classic Vest, S",Blue,63.5,39.75
SO53703,Fender Set - Mountain,NA,21.98,13.76
SO53704,Fender Set - Mountain,NA,21.98,13.76
SO53704,"Long-Sleeve Logo Jersey, L",Multi,49.99,11.5
SO53704,"Racing Socks, L",White,8.99,5.63
SO53705,"Road-350-W Yellow, 40",Yellow,1700.99,618.48
SO53705,"Short-Sleeve Classic Jersey, L",Yellow,53.99,12.42
SO53705,AWC Logo Cap,Multi,8.99,2.07
SO53706,"Mountain-400-W Silver, 40",Silver,769.49,349.71
SO53706,ML Mountain Tire,NA,29.99,18.77
SO53706,Mountain Tire Tube,NA,4.99,3.12
SO53706,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53707,"Mountain-200 Black, 38",Black,2294.99,1043.01
SO53707,HL Mountain Tire,NA,35.0,21.91
SO53708,"Mountain-200 Black, 46",Black,2294.99,1043.01
SO53708,Fender Set - Mountain,NA,21.98,13.76
SO53709,"Touring-1000 Yellow, 46",Yellow,2384.07,902.13
SO53709,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53710,"Road-250 Black, 52",Black,2443.35,888.4
SO53711,"Touring-3000 Blue, 50",Blue,742.35,280.91
SO53711,AWC Logo Cap,Multi,8.99,2.07
SO53712,"Mountain-200 Silver, 42",Silver,2319.99,1054.37
SO53712,Patch Kit/8 Patches,NA,2.29,1.43
SO53713,"Mountain-200 Silver, 42",Silver,2319.99,1054.37
SO53713,HL Mountain Tire,NA,35.0,21.91
SO53713,Mountain Tire Tube,NA,4.99,3.12
SO53713,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO53714,"Road-750 Black, 44",Black,539.99,196.34
SO53714,Road Bottle Cage,NA,8.99,5.63
SO53714,Water Bottle - 30 oz.,NA,4.99,3.12
SO53715,"Road-750 Black, 44",Black,539.99,196.34
SO53715,Road Bottle Cage,NA,8.99,5.63
SO53715,Water Bottle - 30 oz.,NA,4.99,3.12
SO53715,AWC Logo Cap,Multi,8.99,2.07
SO53716,"Road-750 Black, 44",Black,539.99,196.34
SO53716,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO53717,"Road-750 Black, 44",Black,539.99,196.34
SO53717,Road Bottle Cage,NA,8.99,5.63
SO53717,Water Bottle - 30 oz.,NA,4.99,3.12
SO53718,"Road-550-W Yellow, 40",Yellow,1120.49,407.41
SO53718,Road Bottle Cage,NA,8.99,5.63
SO53718,AWC Logo Cap,Multi,8.99,2.07
SO53718,Water Bottle - 30 oz.,NA,4.99,3.12
SO53719,"Road-750 Black, 48",Black,539.99,196.34
SO53719,"Half-Finger Gloves, S",Black,24.49,15.33
SO53720,"Road-250 Black, 48",Black,2443.35,888.4
SO53720,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53720,"Half-Finger Gloves, S",Black,24.49,15.33
SO53721,"Mountain-200 Silver, 38",Silver,2319.99,1054.37
SO53722,ML Road Tire,NA,24.99,15.64
SO53722,Road Tire Tube,NA,3.99,2.5
SO53722,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53722,"Half-Finger Gloves, S",Black,24.49,15.33
SO53723,ML Mountain Tire,NA,29.99,18.77
SO53724,Mountain Tire Tube,NA,4.99,3.12
SO53724,HL Mountain Tire,NA,35.0,21.91
SO53724,Patch Kit/8 Patches,NA,2.29,1.43
SO53725,LL Road Tire,NA,21.49,13.45
SO53725,Road Tire Tube,NA,3.99,2.5
SO53725,"Racing Socks, L",White,8.99,5.63
SO53726,Touring Tire Tube,NA,4.99,3.12
SO53726,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO53727,Mountain Tire Tube,NA,4.99,3.12
SO53727,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53728,Touring Tire Tube,NA,4.99,3.12
SO53728,Patch Kit/8 Patches,NA,2.29,1.43
SO53729,"Road-350-W Yellow, 48",Yellow,1700.99,618.48
SO53729,Road Tire Tube,NA,3.99,2.5
SO53729,ML Road Tire,NA,24.99,15.64
SO53729,Patch Kit/8 Patches,NA,2.29,1.43
SO53730,"Road-250 Black, 44",Black,2443.35,888.4
SO53731,Touring Tire,NA,28.99,18.15
SO53731,Touring Tire Tube,NA,4.99,3.12
SO53732,LL Road Tire,NA,21.49,13.45
SO53732,Road Tire Tube,NA,3.99,2.5
SO53732,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53733,Touring Tire Tube,NA,4.99,3.12
SO53734,Road Tire Tube,NA,3.99,2.5
SO53734,HL Road Tire,NA,32.6,20.41
SO53734,Patch Kit/8 Patches,NA,2.29,1.43
SO53735,ML Mountain Tire,NA,29.99,18.77
SO53735,Mountain Tire Tube,NA,4.99,3.12
SO53736,LL Mountain Tire,NA,24.99,15.64
SO53737,ML Mountain Tire,NA,29.99,18.77
SO53737,Water Bottle - 30 oz.,NA,4.99,3.12
SO53738,ML Mountain Tire,NA,29.99,18.77
SO53738,Water Bottle - 30 oz.,NA,4.99,3.12
SO53739,Mountain Bottle Cage,NA,9.99,6.25
SO53739,Water Bottle - 30 oz.,NA,4.99,3.12
SO53739,"Racing Socks, M",White,8.99,5.63
SO53740,ML Mountain Tire,NA,29.99,18.77
SO53740,Mountain Tire Tube,NA,4.99,3.12
SO53741,Water Bottle - 30 oz.,NA,4.99,3.12
SO53741,Hydration Pack - 70 oz.,Silver,54.99,34.42
SO53742,Mountain Tire Tube,NA,4.99,3.12
SO53743,Fender Set - Mountain,NA,21.98,13.76
SO53743,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53744,"Women's Mountain Shorts, S",Black,69.99,43.81
SO53744,"Long-Sleeve Logo Jersey, M",Multi,49.99,11.5
SO53745,Fender Set - Mountain,NA,21.98,13.76
SO53745,Patch Kit/8 Patches,NA,2.29,1.43
SO53746,Fender Set - Mountain,NA,21.98,13.76
SO53746,"Long-Sleeve Logo Jersey, L",Multi,49.99,11.5
SO53747,HL Mountain Tire,NA,35.0,21.91
SO53747,Mountain Tire Tube,NA,4.99,3.12
SO53747,"Classic Vest, L",Blue,63.5,39.75
SO53748,AWC Logo Cap,Multi,8.99,2.07
SO53748,"Women's Mountain Shorts, M",Black,69.99,43.81
SO53749,Road Tire Tube,NA,3.99,2.5
SO53749,Patch Kit/8 Patches,NA,2.29,1.43
SO53749,Hitch Rack - 4-Bike,NA,120.0,75.12
SO53750,Road Tire Tube,NA,3.99,2.5
SO53750,LL Road Tire,NA,21.49,13.45
SO53751,LL Road Tire,NA,21.49,13.45
SO53751,Road Tire Tube,NA,3.99,2.5
SO53751,Patch Kit/8 Patches,NA,2.29,1.43
SO53752,Touring Tire Tube,NA,4.99,3.12
SO53753,HL Mountain Tire,NA,35.0,21.91
SO53754,Fender Set - Mountain,NA,21.98,13.76
SO53754,"Long-Sleeve Logo Jersey, L",Multi,49.99,11.5
SO53754,"Racing Socks, M",White,8.99,5.63
SO53755,"Mountain-500 Black, 40",Black,539.99,245.41
SO53755,AWC Logo Cap,Multi,8.99,2.07
SO53756,"Mountain-500 Black, 48",Black,539.99,245.41
SO53756,Mountain Tire Tube,NA,4.99,3.12
SO53756,LL Mountain Tire,NA,24.99,15.64
SO53756,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO53757,"Road-250 Black, 44",Black,2443.35,888.4
SO53757,Road Tire Tube,NA,3.99,2.5
SO53757,HL Road Tire,NA,32.6,20.41
SO53757,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO53758,"Mountain-400-W Silver, 46",Silver,769.49,349.71
SO53758,"Women's Mountain Shorts, M",Black,69.99,43.81
SO53758,"Half-Finger Gloves, L",Black,24.49,15.33
SO53759,"Mountain-200 Silver, 38",Silver,2319.99,1054.37
SO53759,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO53760,"Mountain-200 Black, 42",Black,2294.99,1043.01
SO53760,Fender Set - Mountain,NA,21.98,13.76
SO53760,Water Bottle - 30 oz.,NA,4.99,3.12
SO53760,Mountain Bottle Cage,NA,9.99,6.25
SO53760,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO53761,"Mountain-200 Black, 42",Black,2294.99,1043.01
SO53761,Fender Set - Mountain,NA,21.98,13.76
SO53761,"Racing Socks, M",White,8.99,5.63
SO53762,"Mountain-200 Black, 46",Black,2294.99,1043.01
SO53762,Hitch Rack - 4-Bike,NA,120.0,75.12
SO53763,"Touring-3000 Yellow, 58",Yellow,742.35,280.91
SO53764,"Touring-3000 Blue, 50",Blue,742.35,280.91
SO53764,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53765,"Touring-1000 Yellow, 46",Yellow,2384.07,902.13
SO53765,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53766,"Road-250 Red, 58",Red,2443.35,888.4
SO53767,"Touring-3000 Yellow, 50",Yellow,742.35,280.91
SO53767,"Short-Sleeve Classic Jersey, XL",Yellow,53.99,12.42
SO53767,"Half-Finger Gloves, L",Black,24.49,15.33
SO53768,"Mountain-200 Silver, 38",Silver,2319.99,1054.37
SO53769,"Mountain-200 Black, 46",Black,2294.99,1043.01
SO53769,HL Mountain Tire,NA,35.0,21.91
SO53769,Mountain Tire Tube,NA,4.99,3.12
SO53769,Patch Kit/8 Patches,NA,2.29,1.43
SO53770,"Touring-1000 Blue, 50",Blue,2384.07,902.13
SO53770,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53771,"Road-550-W Yellow, 42",Yellow,1120.49,407.41
SO53772,"Road-250 Black, 52",Black,2443.35,888.4
SO53773,"Road-550-W Yellow, 44",Yellow,1120.49,407.41
SO53773,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53774,Road Tire Tube,NA,3.99,2.5
SO53774,ML Road Tire,NA,24.99,15.64
SO53774,All-Purpose Bike Stand,NA,159.0,99.53
SO53775,Fender Set - Mountain,NA,21.98,13.76
SO53775,"Short-Sleeve Classic Jersey, L",Yellow,53.99,12.42
SO53776,LL Road Tire,NA,21.49,13.45
SO53776,Road Tire Tube,NA,3.99,2.5
SO53776,"Short-Sleeve Classic Jersey, S",Yellow,53.99,12.42
SO53777,Mountain Tire Tube,NA,4.99,3.12
SO53778,Water Bottle - 30 oz.,NA,4.99,3.12
SO53779,Mountain Tire Tube,NA,4.99,3.12
SO53779,AWC Logo Cap,Multi,8.99,2.07
SO53779,Bike Wash - Dissolver,NA,7.95,4.98
SO53780,Mountain Bottle Cage,NA,9.99,6.25
SO53780,Water Bottle - 30 oz.,NA,4.99,3.12
SO53781,Touring Tire Tube,NA,4.99,3.12
SO53781,Touring Tire,NA,28.99,18.15
SO53781,Bike Wash - Dissolver,NA,7.95,4.98
SO53782,"Road-250 Black, 44",Black,2443.35,888.4
SO53782,Bike Wash - Dissolver,NA,7.95,4.98
SO53783,"Road-250 Black, 48",Black,2443.35,888.4
SO53783,HL Road Tire,NA,32.6,20.41
SO53783,Road Tire Tube,NA,3.99,2.5
SO53783,"Short-Sleeve Classic Jersey, M",Yellow,53.99,12.42
SO53784,"Road-250 Black, 48",Black,2443.35,888.4
SO53785,"Mountain-400-W Silver, 42",Silver,769.49,349.71
SO53785,Mountain Bottle Cage,NA,9.99,6.25
SO53786,Patch Kit/8 Patches,NA,2.29,1.43
SO53787,Patch Kit/8 Patches,NA,2.29,1.43
SO53788,LL Road Tire,NA,21.49,13.45
SO53788,Road Tire Tube,NA,3.99,2.5
SO53788,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53788,"Half-Finger Gloves, L",Black,24.49,15.33
SO53789,Touring Tire,NA,28.99,18.15
SO53790,ML Mountain Tire,NA,29.99,18.77
SO53790,Mountain Tire Tube,NA,4.99,3.12
SO53790,Patch Kit/8 Patches,NA,2.29,1.43
SO53791,ML Mountain Tire,NA,29.99,18.77
SO53791,Mountain Tire Tube,NA,4.99,3.12
SO53792,Mountain Bottle Cage,NA,9.99,6.25
SO53792,Water Bottle - 30 oz.,NA,4.99,3.12
SO53792,"Classic Vest, L",Blue,63.5,39.75
SO53793,"Women's Mountain Shorts, S",Black,69.99,43.81
SO53793,"Half-Finger Gloves, S",Black,24.49,15.33
SO53793,"Short-Sleeve Classic Jersey, M",Yellow,53.99,12.42
SO53794,Mountain Bottle Cage,NA,9.99,6.25
SO53794,Water Bottle - 30 oz.,NA,4.99,3.12
SO53794,"Short-Sleeve Classic Jersey, M",Yellow,53.99,12.42
SO53795,"Women's Mountain Shorts, S",Black,69.99,43.81
SO53796,"Women's Mountain Shorts, S",Black,69.99,43.81
SO53796,"Racing Socks, L",White,8.99,5.63
SO53797,"Women's Mountain Shorts, S",Black,69.99,43.81
SO53797,"Long-Sleeve Logo Jersey, M",Multi,49.99,11.5
SO53798,Water Bottle - 30 oz.,NA,4.99,3.12
SO53798,"Long-Sleeve Logo Jersey, M",Multi,49.99,11.5
SO53799,Water Bottle - 30 oz.,NA,4.99,3.12
SO53800,Water Bottle - 30 oz.,NA,4.99,3.12
SO53801,Water Bottle - 30 oz.,NA,4.99,3.12
SO53801,"Short-Sleeve Classic Jersey, S",Yellow,53.99,12.42
SO53802,Water Bottle - 30 oz.,NA,4.99,3.12
SO53802,"Short-Sleeve Classic Jersey, XL",Yellow,53.99,12.42
SO53803,Mountain Tire Tube,NA,4.99,3.12
SO53803,Fender Set - Mountain,NA,21.98,13.76
SO53803,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53804,Water Bottle - 30 oz.,NA,4.99,3.12
SO53804,"Short-Sleeve Classic Jersey, S",Yellow,53.99,12.42
SO53805,Mountain Tire Tube,NA,4.99,3.12
SO53805,Hitch Rack - 4-Bike,NA,120.0,75.12
SO53806,Mountain Tire Tube,NA,4.99,3.12
SO53806,Patch Kit/8 Patches,NA,2.29,1.43
SO53807,Mountain Tire Tube,NA,4.99,3.12
SO53808,Fender Set - Mountain,NA,21.98,13.76
SO53808,Mountain Bottle Cage,NA,9.99,6.25
SO53808,Water Bottle - 30 oz.,NA,4.99,3.12
SO53808,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO53809,HL Mountain Tire,NA,35.0,21.91
SO53809,Mountain Tire Tube,NA,4.99,3.12
SO53809,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53810,Road Tire Tube,NA,3.99,2.5
SO53810,HL Road Tire,NA,32.6,20.41
SO53810,"Sport-100 Helmet, Red",Red,34.99,21.9
SO53811,Mountain Tire Tube,NA,4.99,3.12
SO53811,LL Mountain Tire,NA,24.99,15.64
SO53811,"Sport-100 Helmet, Black",Black,34.99,21.9
SO53812,Road Tire Tube,NA,3.99,2.5
SO53812,LL Road Tire,NA,21.49,13.45
SO53813,LL Road Tire,NA,21.49,13.45
SO53813,Road Tire Tube,NA,3.99,2.5
SO53813,Patch Kit/8 Patches,NA,2.29,1.43
